"Start time","End time","Rental place","Return place","PAÍS"
"10/6/2023 20:50","10/6/2023 20:56","C.C. El Muelle","Torre Las Palmas","Alemania"
"10/6/2023 21:16","10/6/2023 21:31","Plaza de la feria ","Gabinete Literario","Países Bajos"
"10/6/2023 21:16","10/6/2023 21:31","Plaza de la feria ","Gabinete Literario","Países Bajos"
"10/6/2023 21:24","10/6/2023 21:36","Torre Woermann","Plaza del Pilar","Suiza"
"10/6/2023 21:26","10/6/2023 21:34","Torre Woermann","Plazoleta de Farray","Italia"
"10/6/2023 21:26","10/6/2023 21:31","Torre Woermann","Parque Santa Catalina","Alemania"
"10/6/2023 21:36","10/6/2023 21:41","Churruca","Plazoleta de Farray","Eslovenia"
"10/6/2023 21:59","10/7/2023 0:34","Oficina Sítycleta (elect.)","San Bernardo","Reino Unido"
"10/6/2023 22:11","10/6/2023 22:32","Churruca","León y Castillo","Austria"
"10/6/2023 22:12","10/6/2023 22:31","Churruca","León y Castillo","Eslovenia"
"10/7/2023 7:54","10/7/2023 8:36","Churruca","Churruca","Reino Unido"
"10/7/2023 7:55","10/7/2023 8:02","Plazoleta de Farray","Torre Las Palmas","Alemania"
"10/7/2023 9:14","10/7/2023 9:30","Plazoleta de Farray","Oficina de la Sitycleta","Países Bajos"
"10/7/2023 9:30","10/7/2023 9:42","Las Canteras - Luis Morote","Churruca","Países Bajos"
"10/7/2023 9:35","10/7/2023 9:42","Base Naval","Plaza del Pilar","Alemania"
"10/7/2023 9:35","10/7/2023 9:39","Castillo de la Luz","Parque Santa Catalina","Italia"
"10/7/2023 9:38","10/7/2023 9:47","Plaza del Pilar","Torre Las Palmas","Suiza"
"10/7/2023 9:41","10/7/2023 9:48","Churruca","C.C. El Muelle","Francia"
"10/7/2023 9:46","10/7/2023 9:58","Oficina de la Sitycleta","Parque Santa Catalina","Austria"
"10/7/2023 9:47","10/7/2023 9:58","Oficina de la Sitycleta","Parque Santa Catalina","Austria"
"10/7/2023 9:49","10/7/2023 9:53","Plazoleta de Farray","Churruca","Francia"
"10/7/2023 10:19","10/7/2023 10:31","Plaza del Pilar","Ayuntamiento","Suiza"
"10/7/2023 10:23","10/7/2023 10:37","Plaza de la feria ","Torre Las Palmas","Italia"
"10/7/2023 10:27","10/7/2023 10:46","Castillo de la Luz","Oficina de la Sitycleta","Finlandia"
"10/7/2023 10:27","10/7/2023 10:46","Castillo de la Luz","Oficina de la Sitycleta","Alemania"
"10/7/2023 10:27","10/7/2023 10:47","Castillo de la Luz","Oficina de la Sitycleta","Alemania"
"10/7/2023 10:27","10/7/2023 10:46","Castillo de la Luz","Oficina de la Sitycleta","Italia"
"10/7/2023 10:32","10/7/2023 10:43","Oficina Sítycleta (elect.)","Plaza de España (elect.)","Países Bajos"
"10/7/2023 10:40","10/7/2023 10:57","Castillo de Mata (elect.)","Plaza de España (elect.)","Francia"
"10/7/2023 10:46","10/7/2023 10:55","Plaza de la feria ","Teatro Pérez Galdós","Países Bajos"
"10/7/2023 10:46","10/7/2023 10:55","Plaza de la feria ","Teatro Pérez Galdós","Países Bajos"
"10/7/2023 10:49","10/7/2023 11:07","Oficina de la Sitycleta","Gabinete Literario","Alemania"
"10/7/2023 10:49","10/7/2023 11:07","Oficina de la Sitycleta","Gabinete Literario","Alemania"
"10/7/2023 10:49","10/7/2023 11:07","Oficina de la Sitycleta","Gabinete Literario","Finlandia"
"10/7/2023 10:49","10/7/2023 11:07","Oficina de la Sitycleta","Gabinete Literario","Italia"
"10/7/2023 10:55","10/7/2023 11:11","León y Castillo","San Telmo","Francia"
"10/7/2023 10:56","10/7/2023 11:22","San Telmo","Churruca","Irlanda"
"10/7/2023 11:07","10/7/2023 11:21","San Bernardo","Ayuntamiento","Bélgica"
"10/7/2023 11:20","10/7/2023 11:25","Parque Santa Catalina","Castillo de la Luz","Italia"
"10/7/2023 11:21","10/7/2023 11:38","Plaza de España (elect.)","San Bernardo","Francia"
"10/7/2023 11:33","10/7/2023 11:38","Churruca","Plazoleta de Farray","Francia"
"10/7/2023 11:40","10/7/2023 11:50","Plazoleta de Farray","Plazoleta de Farray","Irlanda"
"10/7/2023 11:49","10/7/2023 11:56","Torre Las Palmas","Oficina Sagulpa","Italia"
"10/7/2023 11:51","10/7/2023 12:02","Torre Las Palmas","Plaza del Pilar","Suiza"
"10/7/2023 11:51","10/7/2023 12:03","Torre Las Palmas","Plaza del Pilar","Suiza"
"10/7/2023 12:23","10/7/2023 12:34","Plaza de España","Base Naval","Alemania"
"10/7/2023 12:31","10/7/2023 12:34","Churruca","Plaza del Pilar","Países Bajos"
"10/7/2023 12:34","10/7/2023 12:36","Plaza Manuel Becerra","Plaza Manuel Becerra","Rep. Checa"
"10/7/2023 12:46","10/7/2023 13:08","Parque Santa Catalina","Intermodal El Rincón","Finlandia"
"10/7/2023 12:52","10/7/2023 13:04","Plaza O'Shanahan","Plazoleta de Farray","Eslovenia"
"10/7/2023 12:52","10/7/2023 13:04","Plaza O'Shanahan","Plazoleta de Farray","Austria"
"10/7/2023 13:00","10/7/2023 13:05","León y Castillo","Plaza de la feria ","Francia"
"10/7/2023 13:09","10/7/2023 13:23","Torre Woermann","Parque Santa Catalina","Irlanda"
"10/7/2023 13:10","10/7/2023 13:18","Torre Woermann","Parque Santa Catalina","Irlanda"
"10/7/2023 13:20","10/7/2023 13:56","Castillo de la Luz","San Telmo","Rep. Checa"
"10/7/2023 13:30","10/7/2023 13:38","Parque del Estadio Insular","Oficina Sagulpa","Dinamarca"
"10/7/2023 13:33","10/7/2023 13:49","Plaza del Pilar","Las Canteras - Luis Morote","Finlandia"
"10/7/2023 13:39","10/7/2023 13:50","Plaza del Pilar","Torre Woermann","Bélgica"
"10/7/2023 14:04","10/7/2023 14:23","Torre Woermann","Plaza del Pilar","Reino Unido"
"10/7/2023 14:04","10/7/2023 14:22","Torre Woermann","Plaza del Pilar","Alemania"
"10/7/2023 15:03","10/7/2023 15:59","Plazoleta de Farray","Paseo de Chil - Av. Escaleritas","Italia"
"10/7/2023 15:04","10/7/2023 15:17","Plazoleta de Farray","Paseo de Chil - Av. Escaleritas","Italia"
"10/7/2023 15:13","10/7/2023 15:21","Torre Las Palmas","Plazoleta de Farray","Alemania"
"10/7/2023 15:16","10/7/2023 15:21","Piscina Julio Navarro","Piscina Julio Navarro","Italia"
"10/7/2023 15:43","10/7/2023 15:47","Plazoleta de Farray","Churruca","Eslovenia"
"10/7/2023 15:51","10/7/2023 16:01","Las Canteras - Luis Morote","Plaza del Pilar","Finlandia"
"10/7/2023 15:54","10/7/2023 16:19","Castillo de la Luz","Plaza del Pilar","Italia"
"10/7/2023 16:02","10/7/2023 16:15","Parque del Estadio Insular","San Bernardo","Bélgica"
"10/7/2023 16:40","10/7/2023 16:47","Parque Santa Catalina","Torre Woermann","Irlanda"
"10/7/2023 16:40","10/7/2023 16:47","Parque Santa Catalina","Torre Woermann","Irlanda"
"10/7/2023 16:49","10/7/2023 17:06","Plaza del Pilar","Base Naval","Alemania"
"10/7/2023 17:02","10/7/2023 17:26","Plaza de la feria ","Las Canteras - Luis Morote","Italia"
"10/7/2023 17:03","10/7/2023 17:33","Las Canteras - Luis Morote","San Telmo","Irlanda"
"10/7/2023 17:04","10/7/2023 17:10","Plaza de España","Las Canteras - Luis Morote","Alemania"
"10/7/2023 17:10","10/7/2023 17:43","IES Mesa y López","Plaza de la feria ","Polonia"
"10/7/2023 17:10","10/7/2023 17:44","IES Mesa y López","Plaza de la feria ","Polonia"
"10/7/2023 17:38","10/7/2023 17:43","Churruca","Plazoleta de Farray","Eslovenia"
"10/7/2023 17:59","10/7/2023 18:11","Plaza de la feria ","San Telmo","Polonia"
"10/7/2023 18:00","10/7/2023 18:12","Plaza de la feria ","San Telmo","Polonia"
"10/7/2023 18:03","10/7/2023 18:10","Plaza de América","Plazoleta de Farray","Polonia"
"10/7/2023 18:23","10/7/2023 18:53","San Bernardo","San Bernardo","Bélgica"
"10/7/2023 18:24","10/7/2023 18:37","Plaza de España","Las Canteras - Luis Morote","Países Bajos"
"10/7/2023 18:27","10/7/2023 18:51","San Telmo","Castillo de la Luz","Rep. Checa"
"10/7/2023 18:55","10/7/2023 19:11","Plazoleta de Farray","Oficina Sagulpa","Austria"
"10/7/2023 18:55","10/7/2023 19:11","Plazoleta de Farray","Oficina Sagulpa","Austria"
"10/7/2023 18:56","10/7/2023 19:09","Plaza Manuel Becerra","Parque Santa Catalina","Rep. Checa"
"10/7/2023 18:56","10/7/2023 19:09","Plaza Manuel Becerra","Parque Santa Catalina","Rep. Checa"
"10/7/2023 18:56","10/7/2023 19:09","Plaza Manuel Becerra","Parque Santa Catalina","Rep. Checa"
"10/7/2023 18:56","10/7/2023 19:03","Plaza del Pilar","Intermodal El Rincón","Alemania"
"10/7/2023 19:09","10/7/2023 19:36","Plaza del Pilar","Plaza del Pilar","Alemania"
"10/7/2023 19:10","10/7/2023 19:36","Plaza del Pilar","Plaza del Pilar","Alemania"
"10/7/2023 19:16","10/7/2023 19:30","Plaza del Pilar","Castillo de la Luz","Italia"
"10/7/2023 19:24","10/7/2023 19:44","Plaza O'Shanahan","San Telmo","Italia"
"10/7/2023 19:33","10/7/2023 20:01","Plazoleta de Farray","Plazoleta de Farray","Irlanda"
"10/7/2023 19:37","10/7/2023 19:51","Churruca","Torre Woermann","Italia"
"10/7/2023 20:04","10/7/2023 20:07","Plaza del Pilar","Churruca","Alemania"
"10/7/2023 20:11","10/7/2023 20:24","Plaza de España (elect.)","Plaza de la feria ","Italia"
"10/7/2023 20:11","10/7/2023 20:28","Las Canteras - Luis Morote","Mercado Central","Países Bajos"
"10/7/2023 20:12","10/7/2023 20:16","Churruca","Plaza del Pilar","Alemania"
"10/7/2023 20:19","10/7/2023 20:38","Intermodal El Rincón","Plaza del Pilar","Alemania"
"10/7/2023 20:25","10/7/2023 20:41","Las Canteras - Luis Morote","Plaza Manuel Becerra","Rep. Checa"
"10/7/2023 20:25","10/7/2023 20:40","Las Canteras - Luis Morote","Plaza Manuel Becerra","Rep. Checa"
"10/7/2023 20:25","10/7/2023 20:40","Las Canteras - Luis Morote","Plaza Manuel Becerra","Rep. Checa"
"10/7/2023 20:50","10/7/2023 21:02","Parque Santa Catalina","Parque del Estadio Insular","Dinamarca"
"10/7/2023 20:54","10/7/2023 21:04","Plazoleta de Farray","Castillo de la Luz","Italia"
"10/7/2023 20:55","10/7/2023 21:14","Churruca","Churruca","Italia"
"10/7/2023 21:01","10/7/2023 21:14","Churruca","Churruca","Italia"
"10/7/2023 21:05","10/7/2023 23:23","San Telmo","Plaza de España","Irlanda"
"10/7/2023 21:05","10/7/2023 21:12","León y Castillo","San Telmo","Italia"
"10/7/2023 21:16","10/7/2023 21:26","Base Naval","León y Castillo","Austria"
"10/7/2023 21:16","10/7/2023 21:26","Base Naval","León y Castillo","Eslovenia"
"10/7/2023 21:29","10/7/2023 21:38","Plaza de la feria ","Gabinete Literario","Países Bajos"
"10/7/2023 21:29","10/7/2023 21:38","Plaza de la feria ","Gabinete Literario","Países Bajos"
"10/7/2023 21:43","10/7/2023 22:26","San Telmo","Plazoleta de Farray","Polonia"
"10/7/2023 21:44","10/7/2023 22:29","San Telmo","Plazoleta de Farray","Polonia"
"10/7/2023 21:57","10/7/2023 22:07","Parque del Estadio Insular","Plazoleta de Farray","Alemania"
"10/7/2023 22:02","10/7/2023 22:11","Plaza del Pilar","Plazoleta de Farray","Países Bajos"
"10/7/2023 22:02","10/7/2023 22:10","Plaza del Pilar","Plazoleta de Farray","Países Bajos"
"10/7/2023 22:34","10/7/2023 22:41","Plazoleta de Farray","Churruca","Polonia"
"10/7/2023 22:34","10/7/2023 22:41","Plazoleta de Farray","Churruca","Polonia"
"10/8/2023 8:05","10/8/2023 8:17","Plazoleta de Farray","Torre Las Palmas","Alemania"
"10/8/2023 9:13","10/8/2023 9:37","San Telmo","Churruca","Irlanda"
"10/8/2023 10:01","10/8/2023 10:16","Plazoleta de Farray","Plazoleta de Farray","Polonia"
"10/8/2023 10:19","10/8/2023 11:15","Parque Santa Catalina","Plazoleta de Farray","Finlandia"
"10/8/2023 10:38","10/8/2023 10:53","Intermodal El Rincón","Plaza de América","Alemania"
"10/8/2023 10:39","10/8/2023 10:44","Intermodal El Rincón","Plaza del Pilar","Alemania"
"10/8/2023 10:46","10/8/2023 11:09","Castillo de la Luz","Plaza del Pilar","Rep. Checa"
"10/8/2023 11:12","10/8/2023 11:27","Autoridad portuaria","C.C. El Muelle","Polonia"
"10/8/2023 11:25","10/8/2023 11:30","Paseo de Chil - Av. Escaleritas","Piscina Julio Navarro","USA / Canada"
"10/8/2023 11:25","10/8/2023 11:53","Plaza de España (elect.)","San Telmo","Alemania"
"10/8/2023 11:27","10/8/2023 11:53","Plaza de España (elect.)","San Telmo","Alemania"
"10/8/2023 12:18","10/8/2023 12:38","Plaza del Pilar","Las Canteras - Luis Morote","Alemania"
"10/8/2023 12:51","10/8/2023 13:04","Plaza O'Shanahan","Plaza de España","Eslovenia"
"10/8/2023 13:07","10/8/2023 13:10","Plazoleta de Farray","Churruca","Francia"
"10/8/2023 13:09","10/8/2023 14:20","Hotel Santa Catalina","Hotel Santa Catalina","Lituania"
"10/8/2023 13:09","10/8/2023 13:20","Plaza del Pilar","Torre Woermann","Bélgica"
"10/8/2023 13:35","10/8/2023 13:54","San Bernardo","Las Canteras - Luis Morote","Reino Unido"
"10/8/2023 14:12","10/8/2023 14:32","Oficina Sítycleta (elect.)","Plaza de España (elect.)","Alemania"
"10/8/2023 14:22","10/8/2023 14:30","Oficina Sítycleta (elect.)","Plaza de España (elect.)","Alemania"
"10/8/2023 14:33","10/8/2023 14:47","Plaza de España","Plaza del Pilar","Alemania"
"10/8/2023 14:34","10/8/2023 14:47","Plaza de España","Plaza del Pilar","Alemania"
"10/8/2023 14:40","10/8/2023 14:56","Mercado Central","Obelisco","Italia"
"10/8/2023 14:41","10/8/2023 15:04","Las Canteras - Luis Morote","San Bernardo","Reino Unido"
"10/8/2023 14:53","10/8/2023 15:06","Plaza de España","León y Castillo","Eslovenia"
"10/8/2023 14:54","10/8/2023 15:05","Las Canteras - Luis Morote","Plaza del Pilar","Alemania"
"10/8/2023 15:07","10/8/2023 15:17","Parque del Estadio Insular","Plazoleta de Farray","Alemania"
"10/8/2023 15:08","10/8/2023 15:19","Torre Las Palmas","Plazoleta de Farray","Alemania"
"10/8/2023 15:13","10/8/2023 15:22","Las Canteras - Luis Morote","Plaza del Pilar","Alemania"
"10/8/2023 15:18","10/8/2023 15:25","Plazoleta de Farray","Plaza del Pilar","Polonia"
"10/8/2023 15:23","10/8/2023 15:34","Churruca","Torre Woermann","Italia"
"10/8/2023 15:30","10/8/2023 15:47","Plaza de la feria ","Parque Santa Catalina","Italia"
"10/8/2023 15:53","10/8/2023 16:04","C.C. El Muelle","Plaza del Pilar","Bélgica"
"10/8/2023 15:59","10/8/2023 16:05","Torre Woermann","Plazoleta de Farray","Francia"
"10/8/2023 16:14","10/8/2023 16:18","Intermodal El Rincón","Plaza del Pilar","Polonia"
"10/8/2023 16:15","10/8/2023 16:40","Churruca","San Telmo","Italia"
"10/8/2023 16:25","10/8/2023 16:35","Castillo de la Luz","Las Canteras - Luis Morote","Italia"
"10/8/2023 16:25","10/8/2023 16:40","Obelisco","Mercado Central","Italia"
"10/8/2023 16:25","10/8/2023 16:35","Castillo de la Luz","Las Canteras - Luis Morote","Italia"
"10/8/2023 16:26","10/8/2023 16:34","San Telmo","Plaza O'Shanahan","Francia"
"10/8/2023 16:30","10/8/2023 16:55","Plaza de España","Plaza de España","Italia"
"10/8/2023 16:40","10/8/2023 16:48","Base Naval","Churruca","Alemania"
"10/8/2023 16:40","10/8/2023 16:45","Plaza del Pilar","Plazoleta de Farray","Polonia"
"10/8/2023 16:41","10/8/2023 16:47","Plaza de España","Las Canteras - Luis Morote","Alemania"
"10/8/2023 16:57","10/8/2023 17:12","Torre Woermann","Churruca","Italia"
"10/8/2023 16:57","10/8/2023 17:24","Plaza de España (elect.)","Castillo de la Luz","Irlanda"
"10/8/2023 16:57","10/8/2023 17:27","Plaza de España (elect.)","Castillo de la Luz","Irlanda"
"10/8/2023 16:59","10/8/2023 17:02","Plaza del Pilar","Churruca","Alemania"
"10/8/2023 16:59","10/8/2023 19:35","Torre Woermann","Churruca","Italia"
"10/8/2023 16:59","10/8/2023 17:04","Plazoleta de Farray","Churruca","Polonia"
"10/8/2023 17:02","10/8/2023 17:06","Churruca","Plazoleta de Farray","Alemania"
"10/8/2023 17:05","10/8/2023 17:14","Plaza O'Shanahan","Cabildo de Gran Canaria","Francia"
"10/8/2023 17:17","10/8/2023 17:21","Churruca","Plaza del Pilar","Alemania"
"10/8/2023 17:22","10/8/2023 17:27","Oficina de la Sitycleta","Torre Las Palmas","Austria"
"10/8/2023 17:34","10/8/2023 17:39","Plaza del Pilar","Intermodal El Rincón","Alemania"
"10/8/2023 17:49","10/8/2023 17:56","Mercado Central","Ayuntamiento","Bélgica"
"10/8/2023 18:08","10/8/2023 18:20","Plaza Manuel Becerra","Las Canteras - Luis Morote","Rep. Checa"
"10/8/2023 18:08","10/8/2023 18:19","Parque Santa Catalina","Churruca","Alemania"
"10/8/2023 18:15","10/8/2023 18:16","C.C. El Muelle","C.C. El Muelle","Polonia"
"10/8/2023 18:22","10/8/2023 18:41","Castillo de Mata (elect.)","Infecar (elec.)","Dinamarca"
"10/8/2023 18:23","10/8/2023 18:41","Castillo de Mata (elect.)","Infecar (elec.)","Dinamarca"
"10/8/2023 18:30","10/8/2023 18:44","C.C. El Muelle","Autoridad portuaria","Polonia"
"10/8/2023 18:35","10/8/2023 18:41","Las Canteras - Luis Morote","Churruca","Irlanda"
"10/8/2023 18:40","10/8/2023 18:48","Parque Santa Catalina","Churruca","Italia"
"10/8/2023 18:45","10/8/2023 18:58","León y Castillo","Las Canteras - Luis Morote","Austria"
"10/8/2023 19:07","10/8/2023 19:13","Plazoleta de Farray","Parque Santa Catalina","Francia"
"10/8/2023 19:10","10/8/2023 19:16","Torre Las Palmas","Oficina Sagulpa","Austria"
"10/8/2023 19:15","10/8/2023 19:36","Plaza de España","Plaza de la feria ","Italia"
"10/8/2023 19:23","10/8/2023 19:51","Plazoleta de Farray","Plazoleta de Farray","Irlanda"
"10/8/2023 19:56","10/8/2023 20:07","Plaza de España (elect.)","Oficina Sítycleta (elect.)","Austria"
"10/8/2023 20:16","10/8/2023 20:23","Plazoleta de Farray","Plaza de América","Italia"
"10/8/2023 20:21","10/8/2023 20:43","Las Canteras - Luis Morote","Autoridad portuaria","Rep. Checa"
"10/8/2023 20:21","10/8/2023 20:43","Las Canteras - Luis Morote","Autoridad portuaria","Rep. Checa"
"10/8/2023 20:22","10/8/2023 20:43","Las Canteras - Luis Morote","Autoridad portuaria","Rep. Checa"
"10/8/2023 20:33","10/8/2023 20:39","Plazoleta de Farray","Plaza del Pilar","Alemania"
"10/8/2023 20:54","10/8/2023 21:13","Intermodal El Rincón","Plazoleta de Farray","Polonia"
"10/8/2023 21:22","10/8/2023 21:29","Plaza del Pilar","Plazoleta de Farray","Alemania"
"10/8/2023 21:33","10/8/2023 21:50","Las Canteras - Luis Morote","León y Castillo","Austria"
"10/8/2023 21:51","10/8/2023 22:02","Plaza del Pilar","Base Naval","Alemania"
"10/8/2023 22:08","10/8/2023 22:18","Churruca","Torre Woermann","Italia"
"10/9/2023 7:29","10/9/2023 7:30","Teatro Pérez Galdós","Teatro Pérez Galdós","Alemania"
"10/9/2023 7:31","10/9/2023 7:52","Teatro Pérez Galdós","Torre Woermann","Alemania"
"10/9/2023 7:39","10/9/2023 8:36","Churruca","Churruca","Reino Unido"
"10/9/2023 7:50","10/9/2023 8:31","Plazoleta de Farray","Plazoleta de Farray","Italia"
"10/9/2023 7:50","10/9/2023 8:34","Plazoleta de Farray","Plazoleta de Farray","Italia"
"10/9/2023 8:00","10/9/2023 8:02","Mercado Central","Plaza de España","Países Bajos"
"10/9/2023 8:06","10/9/2023 8:08","Plaza de España","Mercado Central","Países Bajos"
"10/9/2023 8:10","10/9/2023 8:38","León y Castillo","Plaza de la feria ","Reino Unido"
"10/9/2023 8:18","10/9/2023 8:32","Plazoleta de Farray","Castillo de la Luz","Francia"
"10/9/2023 8:38","10/9/2023 8:57","Churruca","Plaza de la feria ","Países Bajos"
"10/9/2023 8:39","10/9/2023 8:58","Base Naval","Plaza de la feria ","Alemania"
"10/9/2023 8:41","10/9/2023 8:53","Castillo de Mata (elect.)","Plaza de España (elect.)","Italia"
"10/9/2023 8:46","10/9/2023 9:01","Mercado Central","Obelisco","Italia"
"10/9/2023 9:06","10/9/2023 9:34","Churruca","Ayuntamiento","Alemania"
"10/9/2023 9:12","10/9/2023 9:15","Base Naval","Plaza de España","Alemania"
"10/9/2023 9:15","10/9/2023 9:26","Plaza de España (elect.)","Plaza del Pilar","Alemania"
"10/9/2023 9:21","10/9/2023 9:38","Obelisco","Mercado Central","Italia"
"10/9/2023 9:39","10/9/2023 10:03","Castillo de la Luz","Obelisco","Reino Unido"
"10/9/2023 9:40","10/9/2023 9:49","Plazoleta de Farray","Plaza del Pilar","Alemania"
"10/9/2023 9:43","10/9/2023 9:55","Oficina Sítycleta (elect.)","Plaza de España (elect.)","Austria"
"10/9/2023 9:43","10/9/2023 9:55","Oficina Sítycleta (elect.)","Plaza de España (elect.)","Austria"
"10/9/2023 9:48","10/9/2023 10:09","Oficina Sagulpa","Ayuntamiento","Alemania"
"10/9/2023 9:51","10/9/2023 9:58","Plazoleta de Farray","Plaza del Pilar","Austria"
"10/9/2023 9:51","10/9/2023 9:58","Plazoleta de Farray","Plaza del Pilar","Austria"
"10/9/2023 9:58","10/9/2023 10:13","Plaza O'Shanahan","Plazoleta de Farray","Francia"
"10/9/2023 10:06","10/9/2023 10:32","Las Canteras - Luis Morote","Teatro Pérez Galdós","Alemania"
"10/9/2023 10:11","10/9/2023 11:44","Plaza del Pilar","Plaza del Pilar","Alemania"
"10/9/2023 10:12","10/9/2023 10:14","Plaza del Pilar","Plaza del Pilar","Alemania"
"10/9/2023 10:14","10/9/2023 10:22","Plazoleta de Farray","Plaza del Pilar","Polonia"
"10/9/2023 10:49","10/9/2023 11:01","Intermodal El Rincón","Plazoleta de Farray","Polonia"
"10/9/2023 11:03","10/9/2023 11:20","Plazoleta de Farray","Plazoleta de Farray","Polonia"
"10/9/2023 11:05","10/9/2023 11:13","Mercado Central","Las Canteras - Luis Morote","Irlanda"
"10/9/2023 11:13","10/9/2023 11:46","Parque Santa Catalina","Plaza del Pilar","Irlanda"
"10/9/2023 11:18","10/9/2023 11:29","Plaza de España (elect.)","Castillo de Mata (elect.)","Italia"
"10/9/2023 11:20","10/9/2023 11:34","Paseo de Chil - Av. Escaleritas","San Telmo","USA / Canada"
"10/9/2023 11:22","10/9/2023 11:25","Plaza de la feria ","León y Castillo","Italia"
"10/9/2023 11:24","10/9/2023 11:39","San Telmo","Paseo de Chil - Av. Escaleritas","Italia"
"10/9/2023 11:37","10/9/2023 11:42","Plazoleta de Farray","Mercado Central","Irlanda"
"10/9/2023 11:47","10/9/2023 12:36","Plaza del Pilar","Las Canteras - Luis Morote","Austria"
"10/9/2023 11:52","10/9/2023 12:02","Plaza del Pilar","Las Canteras - Luis Morote","Austria"
"10/9/2023 11:58","10/9/2023 12:09","Plaza de España (elect.)","Oficina Sítycleta (elect.)","Alemania"
"10/9/2023 12:06","10/9/2023 12:30","Obelisco","Las Canteras - Luis Morote","Reino Unido"
"10/9/2023 12:16","10/9/2023 12:20","Mercado Central","Plazoleta de Farray","Irlanda"
"10/9/2023 12:24","10/9/2023 12:40","Plaza de la feria ","Base Naval","Alemania"
"10/9/2023 12:31","10/9/2023 12:53","Plazoleta de Farray","Plaza O'Shanahan","Francia"
"10/9/2023 12:38","10/9/2023 12:44","San Telmo","León y Castillo","Reino Unido"
"10/9/2023 12:46","10/9/2023 13:04","Hotel Santa Catalina","Hotel Santa Catalina","Alemania"
"10/9/2023 12:50","10/9/2023 13:05","Hotel Santa Catalina","Hotel Santa Catalina","Alemania"
"10/9/2023 12:55","10/9/2023 13:10","Paseo de Chil - Av. Escaleritas","San Telmo","Italia"
"10/9/2023 13:14","10/9/2023 13:21","Las Canteras - Luis Morote","Plaza de España","Países Bajos"
"10/9/2023 13:18","10/9/2023 13:27","Oficina Sítycleta (elect.)","Plaza de España (elect.)","Alemania"
"10/9/2023 13:46","10/9/2023 14:43","Castillo de la Luz","Parque Santa Catalina","Rep. Checa"
"10/9/2023 14:07","10/9/2023 14:21","Torre Las Palmas","León y Castillo","Alemania"
"10/9/2023 14:08","10/9/2023 14:21","Torre Las Palmas","León y Castillo","Alemania"
"10/9/2023 14:23","10/9/2023 14:27","Plaza del Pilar","Plaza del Pilar","Bélgica"
"10/9/2023 14:27","10/9/2023 14:38","Plaza del Pilar","Plaza del Pilar","Polonia"
"10/9/2023 14:50","10/9/2023 15:09","Plaza de la feria ","Parque Santa Catalina","Italia"
"10/9/2023 14:52","10/9/2023 15:04","San Telmo","Paseo de Chil - Av. Escaleritas","USA / Canada"
"10/9/2023 15:21","10/9/2023 15:25","San Telmo","Plaza de la feria ","Italia"
"10/9/2023 15:26","10/9/2023 15:38","Plaza de la feria ","Parque del Estadio Insular","Italia"
"10/9/2023 15:26","10/9/2023 15:37","Castillo de Mata (elect.)","Plaza de España (elect.)","Países Bajos"
"10/9/2023 15:36","10/9/2023 15:47","León y Castillo","Torre Las Palmas","Alemania"
"10/9/2023 15:36","10/9/2023 15:47","León y Castillo","Torre Las Palmas","Alemania"
"10/9/2023 15:39","10/9/2023 15:41","Plaza de España","Mercado Central","Países Bajos"
"10/9/2023 15:39","10/9/2023 15:50","Plaza del Pilar","Torre Woermann","Bélgica"
"10/9/2023 15:53","10/9/2023 16:10","León y Castillo","Torre Las Palmas","Reino Unido"
"10/9/2023 15:55","10/9/2023 15:59","Plaza del Pilar","Churruca","Reino Unido"
"10/9/2023 16:01","10/9/2023 16:07","Plazoleta de Farray","Plaza del Pilar","Italia"
"10/9/2023 16:04","10/9/2023 16:10","Las Canteras - Luis Morote","Churruca","Irlanda"
"10/9/2023 16:23","10/9/2023 16:28","Mercado Central","Las Canteras - Luis Morote","Países Bajos"
"10/9/2023 16:27","10/9/2023 16:35","Las Canteras - Luis Morote","Churruca","Finlandia"
"10/9/2023 16:28","10/9/2023 16:50","San Bernardo","Las Canteras - Luis Morote","Reino Unido"
"10/9/2023 16:34","10/9/2023 17:04","Ciudad Deportiva","Las Canteras - Luis Morote","Alemania"
"10/9/2023 16:36","10/9/2023 16:53","Ayuntamiento","Churruca","Alemania"
"10/9/2023 16:36","10/9/2023 16:52","Ayuntamiento","Churruca","Alemania"
"10/9/2023 16:37","10/9/2023 16:42","Castillo de la Luz","Parque Santa Catalina","Italia"
"10/9/2023 16:44","10/9/2023 16:57","Parque del Estadio Insular","Plazoleta de Farray","Finlandia"
"10/9/2023 17:04","10/9/2023 17:13","Churruca","Las Canteras - Luis Morote","Finlandia"
"10/9/2023 17:06","10/9/2023 17:18","Mercado Central","Torre Woermann","Italia"
"10/9/2023 17:10","10/9/2023 17:17","Churruca","Las Canteras - Luis Morote","Irlanda"
"10/9/2023 17:11","10/9/2023 17:26","Plazoleta de Farray","Oficina Sagulpa","Austria"
"10/9/2023 17:11","10/9/2023 17:26","Plazoleta de Farray","Oficina Sagulpa","Austria"
"10/9/2023 17:21","10/9/2023 17:24","Churruca","Plazoleta de Farray","Francia"
"10/9/2023 17:41","10/9/2023 17:48","Base Naval","Torre Woermann","Alemania"
"10/9/2023 17:46","10/9/2023 18:13","Las Canteras - Luis Morote","San Bernardo","Reino Unido"
